Devices 	 Flag 	 Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 SS (mV/dec) 	 R_total (ohm-um) 	 Gate Leakage (A) 	 Drain_off_current (A/um) 	 Data_Flag 	 Gate_Flag 	 OnOff_Flag 	 Threshold_Flag 	 Fail_Mech
0 	 False 	 2 	 100 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000024825 	 False 	 True 	 True 	 True 	 10 
1 	 False 	 4 	 100 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 -0.000000000000025 	 False 	 True 	 True 	 True 	 10 
2 	 True 	 6 	 100 	 0.000000001998500 	 0.000000000073254 	 0.011455468532703 	 -7.346 	 2015500.0000 	    0.00000 	 500375281.4610958099 	 0.000000000249350 	 0.000000000000001 	 True 	 True 	 True 	 True 	 0 
3 	 True 	 8 	 100 	 0.000000002917000 	 0.000000000198699 	 0.041429990060391 	 51.149 	  1177.0450 	  889.62829 	 342817963.6612958908 	 0.000000000219750 	 0.000000000002714 	 True 	 True 	 True 	 True 	 0 
4 	 False 	 10 	 100 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000001949 	 True 	 True 	 False 	 True 	 30 
5 	 True 	 20 	 100 	 0.000000000815400 	 0.000000000033096 	 0.017251763399787 	 -5.629 	 1685600.0000 	    0.00000 	 1226391954.8687760830 	 0.000000000526000 	 0.000000000000001 	 True 	 True 	 True 	 True 	 0 
6 	 True 	 40 	 100 	 0.000000000866400 	 0.000000000046229 	 0.048195120737840 	 20.558 	 1881900.0000 	    0.00000 	 1154201292.7054476738 	 0.000000001122000 	 0.000000000000001 	 True 	 True 	 True 	 True 	 0 
7 	 True 	 80 	 100 	 0.000000000774650 	 0.000000000036457 	 0.076015612985094 	 -4.226 	 470175.0000 	    0.00000 	 1290905570.2575356960 	 0.000000000763500 	 0.000000000000002 	 True 	 True 	 True 	 True 	 0 
8 	 True 	 100 	 100 	 0.000000000700650 	 0.000000000025262 	 0.065841522522191 	 -4.918 	 710800.0000 	    0.00000 	 1427246128.5948762894 	 0.000000000226600 	 0.000000000000001 	 True 	 True 	 True 	 True 	 0 
9 	 True 	 2 	 50 	 0.000000015978000 	 0.000000000540054 	 0.028151183754713 	 -5.861 	 15978000.0000 	    0.00000 	 62586055.8267617971 	 0.000000006556500 	 0.000000000000001 	 True 	 True 	 True 	 True 	 0 
