Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 R_total (ohm-um) 	 Gate Leakage (A)
2 	 80 	 0.000000070037500 	 0.000000006687817 	 0.348612989978474 	 45.896 	 11677.7824 	 14278065.3221488483 	 0.000000000653700
5 	 80 	 0.000000022650000 	 0.000000003756345 	 0.489513496364460 	 38.357 	  9826.4642 	 44150110.3752759397 	 0.000000000590500
8 	 80 	 0.000000000950000 	 0.000000000144403 	 0.030108909790611 	 37.428 	   600.7905 	 1052631578.9473683834 	 0.000000000724800
10 	 80 	 0.000000014975000 	 0.000000002618221 	 0.682394347705791 	 37.402 	  5801.4528 	 66777963.2721202001 	 0.000000000708200
15 	 80 	 0.000000001187125 	 0.000000000168915 	 0.066037320357702 	 38.017 	   749.5659 	 842371275.1395177841 	 0.000000000667400
25 	 80 	 0.000000000395750 	 0.000000000056906 	 0.037079080627891 	 36.984 	   285.7401 	 2526847757.4226150513 	 0.000000000705400
50 	 80 	 0.000000000177000 	 0.000000000039714 	 0.051754040707381 	 31.176 	   297.4790 	 5649717514.1242933273 	 0.000000000667600
75 	 80 	 0.000000001146875 	 0.000000000097716 	 0.191009489290863 	 46.168 	   401.0052 	 871934604.9046320915 	 0.000000000552500
100 	 80 	 0.000000001233125 	 0.000000000123096 	 0.320829791536167 	 47.667 	   565.3295 	 810947795.2356816530 	 0.000000000580500
2 	 20 	 0.000000051945000 	 0.000000007715736 	 0.402194872688638 	 39.653 	  5807.1548 	 19251131.0039464831 	 0.000000000745400
5 	 20 	 0.000000017535000 	 0.000000002725087 	 0.355123589112197 	 37.715 	  2810.0962 	 57028799.5437695980 	 0.000000000710800
8 	 20 	 0.000000015225000 	 0.000000002522843 	 0.526028557174349 	 38.178 	  2142.8571 	 65681444.9917898178 	 0.000000000552900
10 	 20 	 0.000000007980000 	 0.000000001304569 	 0.340013428555856 	 40.743 	  1181.3472 	 125313283.2080200464 	 0.000000000716900
15 	 20 	 0.000000006855000 	 0.000000000898477 	 0.351259008877742 	 44.038 	   905.5482 	 145878920.4959883094 	 0.000000000730500
25 	 20 	 0.000000002112500 	 0.000000000290676 	 0.189399247526505 	 40.456 	   312.2690 	 473372781.0650888085 	 0.000000000681900
50 	 20 	 0.000000000898000 	 0.000000000090863 	 0.118409345742214 	 50.292 	    66.1267 	 1113585746.1024498940 	 0.000000000549000
