Devices 	 Flag 	 Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 SS (mV/dec) 	 R_total (ohm-um) 	 Gate Leakage (A) 	 Drain_off_current (A/um) 	 Data_Flag 	 Gate_Flag 	 OnOff_Flag 	 Threshold_Flag 	 Fail_Mech
23 	 True 	 6 	 80 	 0.000000010484375 	 0.000000000357390 	 0.055888501045547 	 18.874 	 254166.6667 	 2140.94986 	 95380029.8062593043 	 0.000000000283600 	 0.000000000000041 	 True 	 True 	 True 	 True 	 0 
24 	 True 	 8 	 80 	 0.000000007088750 	 0.000000000270515 	 0.056404017514403 	 20.371 	 257772.7273 	 1972.51459 	 141068594.6041262448 	 0.000000000267550 	 0.000000000000027 	 True 	 True 	 True 	 True 	 0 
25 	 True 	 10 	 80 	 0.000000005595625 	 0.000000000205474 	 0.053553345590896 	 21.123 	 263323.5294 	 1892.46040 	 178711046.5765665174 	 0.000000000270250 	 0.000000000000021 	 True 	 True 	 True 	 True 	 0 
26 	 True 	 20 	 80 	 0.000000002983125 	 0.000000000132217 	 0.068920144124439 	 27.913 	 40449.1525 	 1706.79448 	 335218939.8701026440 	 0.000000000268000 	 0.000000000000074 	 True 	 True 	 True 	 True 	 0 
27 	 False 	 100 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000001796 	 True 	 True 	 False 	 True 	 30 
28 	 True 	 2 	 20 	 0.000000011627500 	 0.000000000303721 	 0.015831913206374 	 -0.619 	 2325500.0000 	    0.00000 	 86003010.1053536832 	 0.000000000276400 	 0.000000000000005 	 True 	 True 	 True 	 True 	 0 
29 	 True 	 4 	 20 	 0.000000022300000 	 0.000000000730853 	 0.076193717380560 	 15.942 	 2973333.3333 	 1534.77780 	 44843049.3273542672 	 0.000000000269350 	 0.000000000000007 	 True 	 True 	 True 	 True 	 0 
30 	 True 	 6 	 20 	 0.000000012665000 	 0.000000000431206 	 0.067431853828105 	 18.690 	 220260.8696 	 2214.10080 	 78957757.5996841639 	 0.000000000277350 	 0.000000000000057 	 True 	 True 	 True 	 True 	 0 
31 	 True 	 8 	 20 	 0.000000011735000 	 0.000000000418463 	 0.087252216383860 	 20.643 	 260777.7778 	 2258.94947 	 85215168.2999573797 	 0.000000000265400 	 0.000000000000045 	 True 	 True 	 True 	 True 	 0 
32 	 True 	 10 	 20 	 0.000000007437500 	 0.000000000270574 	 0.070520353237803 	 19.841 	 185937.5000 	 2423.58715 	 134453781.5126050413 	 0.000000000266800 	 0.000000000000040 	 True 	 True 	 True 	 True 	 0 
33 	 True 	 20 	 20 	 0.000000002392750 	 0.000000000148441 	 0.077377297199019 	 36.530 	  1257.6873 	 2633.17020 	 417929161.0072093010 	 0.000000000265350 	 0.000000000001903 	 True 	 True 	 True 	 True 	 0 
34 	 False 	 100 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000004893 	 True 	 True 	 False 	 True 	 30 
35 	 True 	 2 	 5 	 0.000000046800000 	 0.000000001471647 	 0.076711916834756 	 0.491 	 5164000.0000 	    0.00000 	 21367521.3675213642 	 0.000000000264400 	 0.000000000000010 	 True 	 True 	 True 	 True 	 0 
36 	 True 	 4 	 5 	 0.000000025150000 	 0.000000000885000 	 0.092264032998553 	 19.208 	 838333.3333 	 1593.48202 	 39761431.4115308151 	 0.000000000271300 	 0.000000000000030 	 True 	 True 	 True 	 True 	 0 
37 	 True 	 6 	 5 	 0.000000017608000 	 0.000000000867000 	 0.135581214592790 	 35.003 	  1464.8918 	 2275.29404 	 56792367.1058609709 	 0.000000000270800 	 0.000000000012020 	 True 	 True 	 True 	 True 	 0 
38 	 True 	 8 	 5 	 0.000000016281000 	 0.000000000919353 	 0.191690870287058 	 32.422 	  2349.3506 	 2382.00609 	 61421288.6186352298 	 0.000000000270100 	 0.000000000006930 	 True 	 True 	 True 	 True 	 0 
39 	 True 	 10 	 5 	 0.000000011033000 	 0.000000000539471 	 0.140603763148842 	 25.869 	 51452.1739 	 2672.94308 	 90637179.3709779680 	 0.000000000271950 	 0.000000000000230 	 True 	 True 	 True 	 True 	 0 
40 	 True 	 20 	 5 	 0.000000005372000 	 0.000000000222050 	 0.115747053826716 	 23.856 	 179066.6667 	    0.00000 	 186150409.5309009850 	 0.000000000264850 	 0.000000000000030 	 True 	 True 	 True 	 True 	 0 
41 	 False 	 100 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000026660 	 True 	 True 	 False 	 True 	 30 
42 	 True 	 2 	 80 	 0.000000002335000 	 0.000000000064185 	 0.003345759375419 	 46.563 	  1649.3450 	 1418.57467 	 428265524.6252676845 	 0.000000000270300 	 0.000000000001431 	 True 	 True 	 True 	 True 	 0 
43 	 True 	 4 	 80 	 0.000000003830625 	 0.000000000136232 	 0.014202574537892 	 13.940 	 383062.5000 	    0.00000 	 261054005.5473976135 	 0.000000000272200 	 0.000000000000010 	 True 	 True 	 True 	 True 	 0 
44 	 True 	 6 	 80 	 0.000000003645000 	 0.000000000132176 	 0.020669719057602 	 20.241 	 58320.0000 	 2042.69967 	 274348422.4965706468 	 0.000000000267700 	 0.000000000000062 	 True 	 True 	 True 	 True 	 0 
45 	 True 	 8 	 80 	 0.000000001751250 	 0.000000000066421 	 0.013849187040282 	 18.324 	 47491.5254 	 2196.61874 	 571020699.5003569126 	 0.000000000267600 	 0.000000000000037 	 True 	 True 	 True 	 True 	 0 
46 	 True 	 10 	 80 	 0.000000002744375 	 0.000000000107676 	 0.028064026654013 	 21.832 	 112589.7436 	 2169.69364 	 364381689.8200864792 	 0.000000000271600 	 0.000000000000024 	 True 	 True 	 True 	 True 	 0 
47 	 True 	 20 	 80 	 0.000000001640000 	 0.000000000071031 	 0.037026155897901 	 26.501 	 51450.9804 	 1823.72319 	 609756097.5609755516 	 0.000000000268600 	 0.000000000000032 	 True 	 True 	 True 	 True 	 0 
48 	 False 	 100 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000002126 	 True 	 True 	 False 	 True 	 30 
49 	 False 	 2 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000011582 	 True 	 True 	 False 	 True 	 30 
50 	 True 	 4 	 20 	 0.000000010257500 	 0.000000000400441 	 0.041747251886850 	 16.816 	 2051500.0000 	    0.00000 	 97489641.7255666554 	 0.000000000271100 	 0.000000000000005 	 True 	 True 	 True 	 True 	 0 
51 	 True 	 6 	 20 	 0.000000005260000 	 0.000000000230368 	 0.036024827440736 	 18.031 	 58444.4444 	 1753.17129 	 190114068.4410646260 	 0.000000000272450 	 0.000000000000090 	 True 	 True 	 True 	 True 	 0 
52 	 True 	 8 	 20 	 0.000000003943750 	 0.000000000177265 	 0.036960806040697 	 31.004 	  2743.4783 	 2222.92039 	 253565768.6212361455 	 0.000000000266300 	 0.000000000001438 	 True 	 True 	 True 	 True 	 0 
53 	 True 	 10 	 20 	 0.000000004981000 	 0.000000000189397 	 0.049363097415602 	 22.319 	 117200.0000 	 2584.85034 	 200762899.0162618160 	 0.000000000265100 	 0.000000000000043 	 True 	 True 	 True 	 True 	 0 
54 	 True 	 20 	 20 	 0.000000002993750 	 0.000000000146088 	 0.076150789615124 	 24.965 	 399166.6667 	    0.00000 	 334029227.5574112535 	 0.000000000266300 	 0.000000000000007 	 True 	 True 	 True 	 True 	 0 
55 	 False 	 100 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000007848 	 True 	 True 	 False 	 True 	 30 
56 	 True 	 2 	 5 	 0.000000042100000 	 0.000000001091794 	 0.056911485027240 	 43.011 	  1389.4389 	 1111.54291 	 23752969.1211401373 	 0.000000000272300 	 0.000000000030300 	 True 	 True 	 True 	 True 	 0 
57 	 True 	 4 	 5 	 0.000000030480000 	 0.000000001021118 	 0.106454725744227 	 19.084 	 3048000.0000 	 1209.90964 	 32808398.9501312375 	 0.000000000263200 	 0.000000000000010 	 True 	 True 	 True 	 True 	 0 
58 	 True 	 6 	 5 	 0.000000022700000 	 0.000000000923324 	 0.144389072179640 	 18.382 	 2270000.0000 	    0.00000 	 44052863.4361233488 	 0.000000000265300 	 0.000000000000010 	 True 	 True 	 True 	 True 	 0 
59 	 True 	 8 	 5 	 0.000000014871000 	 0.000000000845000 	 0.176187814426616 	 37.604 	  1287.5325 	 2697.82576 	 67244973.4382354915 	 0.000000000270600 	 0.000000000011550 	 True 	 True 	 True 	 True 	 0 
60 	 True 	 10 	 5 	 0.000000014021000 	 0.000000000666824 	 0.173796124638019 	 26.383 	  7832.9609 	 2437.77589 	 71321589.0450039208 	 0.000000000263900 	 0.000000000001790 	 True 	 True 	 True 	 True 	 0 
61 	 False 	 20 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000027200 	 True 	 True 	 False 	 True 	 30 
62 	 False 	 100 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000026090 	 True 	 True 	 False 	 True 	 30 
63 	 True 	 2 	 80 	 0.000000003676875 	 0.000000000106408 	 0.005546688906358 	 94.680 	  2176.2146 	 1229.85597 	 271970083.2908380032 	 0.000000000273400 	 0.000000000001724 	 True 	 True 	 True 	 True 	 0 
64 	 True 	 4 	 80 	 0.000000004868750 	 0.000000000178125 	 0.018570091387421 	 20.418 	 779000.0000 	 1946.65995 	 205391527.5994865298 	 0.000000000275400 	 0.000000000000006 	 True 	 True 	 True 	 True 	 0 
65 	 True 	 6 	 80 	 0.000000005017500 	 0.000000000184787 	 0.028896901960202 	 21.063 	 109972.6027 	 1809.79688 	 199302441.4549078345 	 0.000000000273750 	 0.000000000000046 	 True 	 True 	 True 	 True 	 0 
66 	 True 	 8 	 80 	 0.000000002778125 	 0.000000000125037 	 0.026070951830183 	 20.772 	 111125.0000 	 5058.12673 	 359955005.6242969632 	 0.000000000276150 	 0.000000000000025 	 True 	 True 	 True 	 True 	 0 
67 	 True 	 10 	 80 	 0.000000002855625 	 0.000000000116489 	 0.030360853746668 	 19.033 	 97212.7660 	 2652.50130 	 350186036.3318012953 	 0.000000000276050 	 0.000000000000029 	 True 	 True 	 True 	 True 	 0 
68 	 True 	 20 	 80 	 0.000000001232437 	 0.000000000063649 	 0.033177988353428 	 29.187 	  7718.3594 	 1664.06688 	 811400172.4225366116 	 0.000000000262350 	 0.000000000000160 	 True 	 True 	 True 	 True 	 0 
69 	 False 	 100 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000002197 	 True 	 True 	 False 	 True 	 30 
70 	 True 	 2 	 20 	 0.000000011505000 	 0.000000000359426 	 0.018735669911247 	 0.323 	 1596666.6667 	    0.00000 	 86918730.9865275919 	 0.000000000273500 	 0.000000000000007 	 True 	 True 	 True 	 True 	 0 
71 	 True 	 4 	 20 	 0.000000008172500 	 0.000000000272235 	 0.028381385491346 	 17.303 	 3269000.0000 	 2122.89392 	 122361578.4643621892 	 0.000000000265300 	 0.000000000000002 	 True 	 True 	 True 	 True 	 0 
72 	 True 	 6 	 20 	 0.000000008270000 	 0.000000000311522 	 0.048715731381477 	 21.934 	 275666.6667 	 2721.12973 	 120918984.2805320323 	 0.000000000265500 	 0.000000000000030 	 True 	 True 	 True 	 True 	 0 
73 	 True 	 8 	 20 	 0.000000004973250 	 0.000000000169963 	 0.035438403502186 	 18.804 	 165775.0000 	 2505.35868 	 201075755.2908058167 	 0.000000000271350 	 0.000000000000030 	 True 	 True 	 True 	 True 	 0 
74 	 True 	 10 	 20 	 0.000000004952250 	 0.000000000217809 	 0.056768136953372 	 27.513 	 10004.5455 	 2510.11224 	 201928416.3763945699 	 0.000000000266350 	 0.000000000000495 	 True 	 True 	 True 	 True 	 0 
75 	 False 	 20 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000008145 	 True 	 True 	 False 	 True 	 30 
76 	 False 	 100 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000005990 	 True 	 True 	 False 	 True 	 30 
77 	 True 	 2 	 5 	 0.000000036840000 	 0.000000001067441 	 0.055642049677908 	 1.079 	 3684000.0000 	    0.00000 	 27144408.2519001104 	 0.000000000328800 	 0.000000000000010 	 True 	 True 	 True 	 True 	 0 
78 	 True 	 4 	 5 	 0.000000025210000 	 0.000000001040000 	 0.108423270416379 	 40.183 	  2023.9567 	 1014.90358 	 39666798.8893296346 	 0.000000000326150 	 0.000000000012940 	 True 	 True 	 True 	 True 	 0 
79 	 True 	 6 	 5 	 0.000000013448000 	 0.000000000524559 	 0.082030360345424 	 22.671 	 1344800.0000 	 2332.62378 	 74360499.7025580108 	 0.000000000303500 	 0.000000000000010 	 True 	 True 	 True 	 True 	 0 
80 	 True 	 8 	 5 	 0.000000012771000 	 0.000000000523324 	 0.109116247201280 	 24.516 	 1277100.0000 	 2951.37431 	 78302403.8837992251 	 0.000000000300400 	 0.000000000000010 	 True 	 True 	 True 	 True 	 0 
81 	 True 	 10 	 5 	 0.000000008717000 	 0.000000000342118 	 0.089167101349217 	 23.437 	 290566.6667 	    0.00000 	 114718366.4104623199 	 0.000000000305500 	 0.000000000000030 	 True 	 True 	 True 	 True 	 0 
82 	 False 	 20 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000026770 	 True 	 True 	 False 	 True 	 30 
83 	 False 	 100 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000027900 	 True 	 True 	 False 	 True 	 30 
84 	 True 	 2 	 80 	 0.000000003268125 	 0.000000000102465 	 0.005341153065151 	 -0.058 	 5233000.0000 	    0.00000 	 305985848.1545228362 	 0.000000000281100 	 0.000000000000001 	 True 	 True 	 True 	 True 	 0 
85 	 True 	 4 	 80 	 0.000000009749375 	 0.000000000333235 	 0.034740827313845 	 13.941 	 1741555.5556 	 1393.86814 	 102570677.6075389385 	 0.000000000286600 	 0.000000000000006 	 True 	 True 	 True 	 True 	 0 
86 	 True 	 6 	 80 	 0.000000007307500 	 0.000000000278254 	 0.043513231165849 	 17.827 	 292300.0000 	 2005.93914 	 136845706.4659596384 	 0.000000000276050 	 0.000000000000025 	 True 	 True 	 True 	 True 	 0 
87 	 True 	 8 	 80 	 0.000000006492500 	 0.000000000254246 	 0.053011957477692 	 22.597 	 230844.4444 	 2093.88498 	 154023873.7004235685 	 0.000000000268000 	 0.000000000000028 	 True 	 True 	 True 	 True 	 0 
88 	 True 	 10 	 80 	 0.000000006025625 	 0.000000000215077 	 0.056056187629283 	 20.464 	 401708.3333 	 1650.80226 	 165957888.1858728230 	 0.000000000277000 	 0.000000000000015 	 True 	 True 	 True 	 True 	 0 
89 	 True 	 20 	 80 	 0.000000002603750 	 0.000000000132169 	 0.068895230689141 	 24.466 	 260375.0000 	 1493.05098 	 384061449.8319730759 	 0.000000000280300 	 0.000000000000010 	 True 	 True 	 True 	 True 	 0 
90 	 False 	 100 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000001219 	 True 	 True 	 False 	 True 	 30 
91 	 True 	 2 	 20 	 0.000000009035000 	 0.000000000298654 	 0.015567830792216 	 52.318 	  1033.1028 	 1353.79971 	 110680686.2202545702 	 0.000000000266600 	 0.000000000010120 	 True 	 True 	 True 	 True 	 0 
92 	 True 	 4 	 20 	 0.000000014857500 	 0.000000000498471 	 0.051967126329660 	 16.557 	 5943000.0000 	 1323.93970 	 67306074.3732121885 	 0.000000000262450 	 0.000000000000002 	 True 	 True 	 True 	 True 	 0 
93 	 True 	 6 	 20 	 0.000000013540000 	 0.000000000584096 	 0.091340702758052 	 19.366 	 270800.0000 	 1904.11171 	 73855243.7223042846 	 0.000000000274200 	 0.000000000000050 	 True 	 True 	 True 	 True 	 0 
94 	 True 	 8 	 20 	 0.000000013127500 	 0.000000000462485 	 0.096431092514839 	 19.761 	 238681.8182 	 1682.93357 	 76175966.4825747609 	 0.000000000278650 	 0.000000000000055 	 True 	 True 	 True 	 True 	 0 
95 	 True 	 10 	 20 	 0.000000006817500 	 0.000000000286926 	 0.074782467091840 	 21.344 	 235583.3333 	 2210.73274 	 146681334.8001466990 	 0.000000000271500 	 0.000000000000030 	 True 	 True 	 True 	 True 	 0 
96 	 True 	 20 	 20 	 0.000000002259750 	 0.000000000113519 	 0.059173624952288 	 25.520 	 20680.0000 	    0.00000 	 442526828.1889588833 	 0.000000000267800 	 0.000000000000113 	 True 	 True 	 True 	 True 	 0 
97 	 False 	 100 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000006718 	 True 	 True 	 False 	 True 	 30 
98 	 True 	 2 	 5 	 0.000000028710000 	 0.000000000828206 	 0.043171533818648 	 1.460 	 2871000.0000 	    0.00000 	 34831069.3138279319 	 0.000000000263200 	 0.000000000000010 	 True 	 True 	 True 	 True 	 0 
99 	 True 	 4 	 5 	 0.000000024840000 	 0.000000000769235 	 0.080195198373020 	 17.023 	 2484000.0000 	 2045.67557 	 40257648.9533011317 	 0.000000000268400 	 0.000000000000010 	 True 	 True 	 True 	 True 	 0 
100 	 True 	 6 	 5 	 0.000000019152000 	 0.000000000726000 	 0.113531674503305 	 21.098 	 1915200.0000 	    0.00000 	 52213868.0033416897 	 0.000000000269750 	 0.000000000000010 	 True 	 True 	 True 	 True 	 0 
101 	 True 	 8 	 5 	 0.000000015920000 	 0.000000000592676 	 0.123576771615410 	 21.448 	 1592000.0000 	 2749.94919 	 62814070.3517587930 	 0.000000000270900 	 0.000000000000010 	 True 	 True 	 True 	 True 	 0 
102 	 True 	 10 	 5 	 0.000000009235000 	 0.000000000390441 	 0.101761801101346 	 25.504 	  7695.8333 	 2775.21418 	 108283703.3026529551 	 0.000000000262950 	 0.000000000001200 	 True 	 True 	 True 	 True 	 0 
103 	 False 	 20 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000029000 	 True 	 True 	 False 	 True 	 30 
104 	 False 	 100 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000023320 	 True 	 True 	 False 	 True 	 30 
105 	 True 	 2 	 80 	 0.000000002665000 	 0.000000000061949 	 0.003229174080316 	 1.088 	 2132000.0000 	    0.00000 	 375234521.5759849548 	 0.000000000282250 	 0.000000000000001 	 True 	 True 	 True 	 True 	 0 
106 	 True 	 4 	 80 	 0.000000008063750 	 0.000000000254467 	 0.026528975756044 	 17.038 	 1612750.0000 	 1704.57053 	 124011781.1192063242 	 0.000000000278100 	 0.000000000000005 	 True 	 True 	 True 	 True 	 0 
107 	 True 	 6 	 80 	 0.000000006685625 	 0.000000000244246 	 0.038195170938802 	 17.655 	 243113.6364 	 1903.97008 	 149574647.0973170102 	 0.000000000272450 	 0.000000000000027 	 True 	 True 	 True 	 True 	 0 
108 	 True 	 8 	 80 	 0.000000004956875 	 0.000000000196397 	 0.040950021957317 	 22.640 	 264366.6667 	 2101.52259 	 201740007.5652502775 	 0.000000000280900 	 0.000000000000019 	 True 	 True 	 True 	 True 	 0 
109 	 True 	 10 	 80 	 0.000000004400000 	 0.000000000157811 	 0.041130644363227 	 19.948 	 190270.2703 	 2937.70937 	 227272727.2727273107 	 0.000000000274500 	 0.000000000000023 	 True 	 True 	 True 	 True 	 0 
110 	 True 	 20 	 80 	 0.000000002396250 	 0.000000000112353 	 0.058565737131019 	 27.939 	 27191.4894 	 2257.74977 	 417318727.1778821349 	 0.000000000277250 	 0.000000000000088 	 True 	 True 	 True 	 True 	 0 
111 	 False 	 100 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000002035 	 True 	 True 	 False 	 True 	 30 
112 	 False 	 2 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000011608 	 True 	 True 	 False 	 True 	 30 
113 	 True 	 4 	 20 	 0.000000011607500 	 0.000000000462353 	 0.048201748047101 	 19.728 	 4643000.0000 	 1746.78879 	 86151195.3478354514 	 0.000000000272650 	 0.000000000000002 	 True 	 True 	 True 	 True 	 0 
114 	 True 	 6 	 20 	 0.000000011330000 	 0.000000000385993 	 0.060361420890567 	 17.366 	 238526.3158 	 2287.96701 	 88261253.3097969890 	 0.000000000267650 	 0.000000000000047 	 True 	 True 	 True 	 True 	 0 
