Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 R_total (ohm-um) 	 Gate Leakage (A)
25 	 20 	 0.000000018450000 	 0.000000004522613 	 2.946853962563483 	 19.102 	  8661.9718 	 54200542.0054200590 	 0.000000000459000
50 	 20 	 0.000000008500000 	 0.000000000904523 	 1.178741585025392 	 32.893 	   745.6140 	 117647058.8235294223 	 0.000000000425000
75 	 20 	 0.000000003605000 	 0.000000000716742 	 1.401048112025790 	 25.227 	   686.6667 	 277392510.4022191167 	 0.000000000438000
100 	 20 	 0.000000000075000 	 0.000000000012113 	 0.031570973446879 	 25.701 	    22.9709 	 13333333333.3333320618 	 0.000000000339000
2 	 5 	 0.000000059400000 	 0.000000018196244 	 0.948507848535052 	 4.114 	 60612.2449 	 16835016.8350168355 	 0.000000000348000
5 	 5 	 0.000000052000000 	 0.000000012060302 	 1.571655446700526 	 17.833 	  8813.5593 	 19230769.2307692319 	 0.000000000392000
8 	 5 	 0.000000050800000 	 0.000000012060302 	 2.514648714720842 	 16.738 	  7720.3647 	 19685039.3700787388 	 0.000000000399000
10 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
15 	 5 	 0.000000026600000 	 0.000000005934938 	 2.320259751576295 	 20.952 	 35945.9459 	 37593984.9624060094 	 0.000000000413000
25 	 5 	 0.000000021200000 	 0.000000004623116 	 3.012339606176009 	 25.050 	  1181.7168 	 47169811.3207547218 	 0.000000000437000
50 	 5 	 0.000000001906000 	 0.000000000394605 	 0.514234632999377 	 21.249 	   392.1811 	 524658971.6684155464 	 0.000000000347000
75 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
100 	 5 	 0.000000000114200 	 0.000000000017715 	 0.046170825359649 	 38.365 	    10.2330 	 8756567425.5691757202 	 0.000000000277000
2 	 80 	 0.000000026750000 	 0.000000007537688 	 0.392913861675129 	 4.103 	 54452.9262 	 37383177.5700934604 	 0.000000000371000
5 	 80 	 0.000000031000000 	 0.000000007537688 	 0.982284654187829 	 8.893 	 93939.3939 	 32258064.5161290318 	 0.000000000368000
8 	 80 	 0.000000026500000 	 0.000000007537688 	 1.571655446700518 	 10.601 	 181196.5812 	 37735849.0566037744 	 0.000000000412000
10 	 80 	 0.000000034875000 	 0.000000008793970 	 2.291997526438265 	 11.107 	 109842.5197 	 28673835.1254480295 	 0.000000000403000
15 	 80 	 0.000000027125000 	 0.000000006479767 	 2.533260423958067 	 10.834 	 70915.0327 	 36866359.4470046088 	 0.000000000392000
25 	 80 	 0.000000017375000 	 0.000000004195319 	 2.733594794220050 	 14.563 	 34152.3342 	 57553956.8345323801 	 0.000000000400000
50 	 80 	 0.000000006062500 	 0.000000001388522 	 1.809471731398630 	 13.861 	 13976.9452 	 164948453.6082473993 	 0.000000000382000
75 	 80 	 0.000000003750000 	 0.000000000839725 	 1.641449356340171 	 15.688 	  6535.9477 	 266666666.6666666865 	 0.000000000439000
100 	 80 	 0.000000003275000 	 0.000000000733933 	 1.912870116049961 	 18.927 	  3559.7826 	 305343511.4503816962 	 0.000000000392000
2 	 20 	 0.000000035550000 	 0.000000009918011 	 0.516991923256746 	 2.068 	 63482.1429 	 28129395.2180028148 	 0.000000000377000
5 	 20 	 0.000000109000000 	 0.000000013065327 	 1.702626733925563 	 23.264 	 16148.1481 	 9174311.9266055040 	 0.000000000435000
8 	 20 	 0.000000013350000 	 0.000000003517588 	 0.733439208460247 	 17.593 	  9569.8925 	 74906367.0411984921 	 0.000000000397000
10 	 20 	 0.000000039050000 	 0.000000008397249 	 2.188599141786896 	 17.728 	 18290.3981 	 25608194.6222791299 	 0.000000000397000
15 	 20 	 0.000000024100000 	 0.000000006532663 	 2.553940100888361 	 16.102 	 10000.0000 	 41493775.9336099625 	 0.000000000402000
25 	 20 	 0.000000021350000 	 0.000000005025126 	 3.274282180626089 	 21.024 	  4913.6939 	 46838407.4941451997 	 0.000000000431000
50 	 20 	 0.000000006150000 	 0.000000001385877 	 1.806025118576909 	 23.651 	  1782.6087 	 162601626.0162601471 	 0.000000000365000
75 	 20 	 0.000000004875000 	 0.000000000981222 	 1.918040035282529 	 23.860 	   633.1169 	 205128205.1282051206 	 0.000000000432000
100 	 20 	 0.000000001000000 	 0.000000000195451 	 0.509409375048982 	 19.764 	   749.0637 	 1000000000.0000000000 	 0.000000000419000
2 	 5 	 0.000000210000000 	 0.000000024120603 	 1.257324357360425 	 20.494 	  5737.7049 	 4761904.7619047621 	 0.000000000439000
5 	 5 	 0.000000163800000 	 0.000000012060302 	 1.571655446700520 	 33.721 	  5687.5000 	 6105006.1050061043 	 0.000000000461000
8 	 5 	 0.000000049400000 	 0.000000010261835 	 2.139657239718608 	 21.557 	  5103.3058 	 20242914.9797570854 	 0.000000000586000
10 	 5 	 0.000000044000000 	 0.000000010156043 	 2.646998647074560 	 20.296 	  6489.6755 	 22727272.7272727266 	 0.000000000457000
15 	 5 	 0.000000031800000 	 0.000000006432161 	 2.514648714720836 	 26.042 	  2041.0783 	 31446540.8805031404 	 0.000000000514000
25 	 5 	 0.000000019040000 	 0.000000004221106 	 2.750397031725922 	 27.633 	  1555.5556 	 52521008.4033613354 	 0.000000000508000
50 	 5 	 0.000000006060000 	 0.000000000959535 	 1.250431131716984 	 33.076 	   335.1770 	 165016501.6501650214 	 0.000000000522000
75 	 5 	 0.000000000268000 	 0.000000000048611 	 0.095023115494590 	 29.425 	     9.6403 	 3731343283.5820894241 	 0.000000000337000
100 	 5 	 0.000000002580000 	 0.000000000522613 	 1.362101387140456 	 32.565 	   451.0490 	 387596899.2248061895 	 0.000000000702000
2 	 80 	 0.000000025875000 	 0.000000006281407 	 0.327428218062608 	 10.884 	 23232.3232 	 38647342.9951690808 	 0.000000000345000
5 	 80 	 0.000000005337500 	 0.000000001200079 	 0.156390056785166 	 14.130 	 21675.1269 	 187353629.9765807986 	 0.000000000384000
8 	 80 	 0.000000019500000 	 0.000000005025126 	 1.047770297800348 	 15.513 	 25000.0000 	 51282051.2820512801 	 0.000000000404000
10 	 80 	 0.000000015125000 	 0.000000004020101 	 1.047770297800350 	 14.523 	 30632.9114 	 66115702.4793388397 	 0.000000000321000
15 	 80 	 0.000000017750000 	 0.000000003788680 	 1.481181860130589 	 16.747 	 22683.7061 	 56338028.1690140888 	 0.000000000376000
25 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
50 	 80 	 0.000000004912500 	 0.000000001130653 	 1.473426981281741 	 18.187 	 14239.1304 	 203562340.9669211209 	 0.000000000416000
