Devices 	 Flag 	 Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 SS (mV/dec) 	 R_total (ohm-um) 	 Gate Leakage (A) 	 Drain_off_current (A/um) 	 Data_Flag 	 Gate_Flag 	 OnOff_Flag 	 Threshold_Flag 	 Fail_Mech
0 	 True 	 2 	 80 	 0.000000001488125 	 0.000000000043124 	 0.002247926538508 	 -2.605 	 59525.0000 	    0.00000 	 671986560.2687945366 	 0.000000000184100 	 0.000000000000025 	 True 	 True 	 True 	 True 	 0 
1 	 True 	 4 	 80 	 0.000000000685062 	 0.000000000033415 	 0.003483574320147 	 16.822 	  8549.1018 	 1737.83878 	 1459720828.3915700912 	 0.000000000173000 	 0.000000000000104 	 True 	 True 	 True 	 True 	 0 
2 	 True 	 6 	 80 	 0.000000001196500 	 0.000000000041009 	 0.006413000557616 	 16.837 	 16503.4483 	 1960.53949 	 835770998.7463436127 	 0.000000000166700 	 0.000000000000073 	 True 	 True 	 True 	 True 	 0 
3 	 True 	 8 	 80 	 0.000000000670375 	 0.000000000022391 	 0.004668657200176 	 18.959 	 15544.9275 	    0.00000 	 1491702405.3701286316 	 0.000000000165400 	 0.000000000000043 	 True 	 True 	 True 	 True 	 0 
4 	 True 	 10 	 80 	 0.000000000383750 	 0.000000000013961 	 0.003638587596996 	 16.950 	  9903.2258 	    0.00000 	 2605863192.1824107170 	 0.000000000165200 	 0.000000000000039 	 True 	 True 	 True 	 True 	 0 
5 	 True 	 20 	 80 	 0.000000000489000 	 0.000000000020069 	 0.010461291057968 	 25.978 	 13040.0000 	 2296.05000 	 2044989775.0511245728 	 0.000000000157900 	 0.000000000000038 	 True 	 True 	 True 	 True 	 0 
6 	 False 	 100 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	    0.00000 	 0.0000000000 	 0.000000000000000 	 0.000000000001236 	 True 	 True 	 False 	 True 	 30 
7 	 True 	 2 	 20 	 0.000000012077500 	 0.000000000404512 	 0.021085846106478 	 -0.293 	 67616.4384 	    0.00000 	 82798592.4239287972 	 0.000000000174250 	 0.000000000000183 	 True 	 True 	 True 	 True 	 0 
8 	 True 	 4 	 20 	 0.000000007615000 	 0.000000000269663 	 0.028113207540980 	 14.632 	 13542.2222 	 2244.60190 	 131319763.6244254708 	 0.000000000166800 	 0.000000000000562 	 True 	 True 	 True 	 True 	 0 
9 	 True 	 6 	 20 	 0.000000009805000 	 0.000000000323000 	 0.050510636295677 	 16.921 	 32683.3333 	 1853.25583 	 101988781.2340642512 	 0.000000000164550 	 0.000000000000300 	 True 	 True 	 True 	 True 	 0 
