Flag 	 Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 R_total (ohm-um) 	 Gate Leakage (A) 	 Drain_off_current (A/um) 	 Data_Flag 	 Gate_Flag 	 OnOff_Flag 	 Threshold_Flag
True 	 2 	 80 	 0.000000012125000 	 0.000000003054747 	 0.159233512363078 	 6.984 	 17198.5816 	 82474226.8041236997 	 0.000000000453000 	 0.000000000000705 	 True 	 True 	 True 	 True 
True 	 5 	 80 	 0.000000013000000 	 0.000000002763819 	 0.360171039868869 	 19.790 	 18086.9565 	 76923076.9230769277 	 0.000000000516000 	 0.000000000000719 	 True 	 True 	 True 	 True 
True 	 8 	 80 	 0.000000000325000 	 0.000000000041378 	 0.008627561215309 	 21.533 	  2280.7018 	 3076923076.9230766296 	 0.000000000472000 	 0.000000000000142 	 True 	 True 	 True 	 True 
True 	 10 	 80 	 0.000000027000000 	 0.000000006281407 	 1.637141090313047 	 20.664 	 18461.5385 	 37037037.0370370299 	 0.000000000704000 	 0.000000000001463 	 True 	 True 	 True 	 True 
True 	 15 	 80 	 0.000000028625000 	 0.000000006281407 	 2.455711635469570 	 20.227 	 29701.6861 	 34934497.8165938854 	 0.000000000664000 	 0.000000000000964 	 True 	 True 	 True 	 True 
True 	 25 	 80 	 0.000000013125000 	 0.000000003015075 	 1.964569308375658 	 21.641 	 31157.2700 	 76190476.1904761940 	 0.000000000732000 	 0.000000000000421 	 True 	 True 	 True 	 True 
True 	 50 	 80 	 0.000000006225000 	 0.000000001282729 	 1.671607218530157 	 25.040 	  7511.3122 	 160642570.2811244726 	 0.000000000495000 	 0.000000000000829 	 True 	 True 	 True 	 True 
False 	 75 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000 	 0.000000000000000 	 True 	 True 	 False 	 True 
True 	 100 	 80 	 0.000000000126250 	 0.000000000087940 	 0.229199752643826 	 19.472 	  1463.7681 	 7920792079.2079210281 	 0.000000000687000 	 0.000000000000086 	 True 	 True 	 True 	 True 
True 	 2 	 20 	 0.000000018500000 	 0.000000004337477 	 0.226097801104285 	 10.668 	  2824.4275 	 54054054.0540540516 	 0.000000000463000 	 0.000000000006550 	 True 	 True 	 True 	 True 
