Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 R_total (ohm-um) 	 Gate Leakage (A)
100 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
2 	 5 	 0.000000036800000 	 0.000000006284757 	 0.327602846445573 	 -0.656 	 613333.3333 	 27173913.0434782617 	 0.000000000539000
5 	 5 	 0.000000021400000 	 0.000000003249581 	 0.423473828694304 	 4.208 	 35666.6667 	 46728971.9626168162 	 0.000000000517000
8 	 5 	 0.000000236000000 	 0.000000014070352 	 2.933756833840955 	 23.906 	  4573.6434 	 4237288.1355932206 	 0.000000000593000
10 	 5 	 0.000000012900000 	 0.000000002197655 	 0.572781096130852 	 8.121 	  3324.7423 	 77519379.8449612409 	 0.000000000633000
15 	 5 	 0.000000039800000 	 0.000000003015075 	 1.178741585025386 	 31.614 	   708.1851 	 25125628.1407035179 	 0.000000000681000
25 	 5 	 0.000000023200000 	 0.000000005440536 	 3.544956174224491 	 2.474 	  8992.2481 	 43103448.2758620679 	 0.000000000426000
50 	 5 	 0.000000000012360 	 0.000000000003458 	 0.004506285422456 	 4.919 	   363.3333 	 80906148867.3139190674 	 0.000000000359000
75 	 5 	 0.000000000290000 	 0.000000000047772 	 0.093382527791455 	 10.681 	  2416.6667 	 3448275862.0689654350 	 0.000000000775000
100 	 5 	 0.000000007720000 	 0.000000000741039 	 1.931389915611962 	 21.448 	   281.7518 	 129533678.7564766705 	 0.000000000978000
2 	 80 	 0.000000006812500 	 0.000000001030151 	 0.053698227762267 	 -1.007 	 1816666.6667 	 146788990.8256880641 	 0.000000000551000
5 	 80 	 0.000000001437500 	 0.000000000231993 	 0.030232538801114 	 4.828 	 191666.6667 	 695652173.9130434990 	 0.000000000456000
8 	 80 	 0.000000000491250 	 0.000000000120603 	 0.025146487147208 	 4.657 	  9357.1429 	 2035623409.6692111492 	 0.000000000535000
10 	 80 	 0.000000001222500 	 0.000000000207705 	 0.054134798719684 	 8.780 	  4939.3939 	 817995910.0204498768 	 0.000000000523000
15 	 80 	 0.000000000971250 	 0.000000000201005 	 0.078582772335026 	 7.555 	  8730.3371 	 1029601029.6010296345 	 0.000000000553000
25 	 80 	 0.000000000487500 	 0.000000000097152 	 0.063302788825437 	 9.255 	  3223.1405 	 2051282051.2820515633 	 0.000000000565000
50 	 80 	 0.000000000580000 	 0.000000000105528 	 0.137519851586295 	 11.522 	   748.3871 	 1724137931.0344827175 	 0.000000000600000
75 	 80 	 0.000000000895000 	 0.000000000087940 	 0.171899814482868 	 22.437 	   365.3061 	 1117318435.7541897297 	 0.000000000614000
100 	 80 	 0.000000000430000 	 0.000000000076214 	 0.198639785624648 	 8.869 	  3510.2041 	 2325581395.3488373756 	 0.000000000560000
2 	 20 	 0.000000011000000 	 0.000000001422111 	 0.074129748569374 	 -0.152 	 550000.0000 	 90909090.9090909064 	 0.000000000536000
5 	 20 	 0.000000003735000 	 0.000000000623116 	 0.081202198079526 	 6.175 	 39315.7895 	 267737617.1352075040 	 0.000000000559000
8 	 20 	 0.000000002440000 	 0.000000000360134 	 0.075090204675691 	 5.893 	  9037.0370 	 409836065.5737704635 	 0.000000000526000
10 	 20 	 0.000000003940000 	 0.000000000653266 	 0.170262673392555 	 6.956 	  8755.5556 	 253807106.5989847481 	 0.000000000567000
15 	 20 	 0.000000009000000 	 0.000000000753769 	 0.294685396256346 	 19.965 	   957.4468 	 111111111.1111111194 	 0.000000000584000
25 	 20 	 0.000000002105000 	 0.000000000438861 	 0.285953977108009 	 8.147 	  4576.0870 	 475059382.4228028059 	 0.000000000559000
50 	 20 	 0.000000001735000 	 0.000000000402010 	 0.523885148900170 	 8.540 	  4283.9506 	 576368876.0806916952 	 0.000000000564000
75 	 20 	 0.000000000795000 	 0.000000000160469 	 0.313676232903977 	 9.746 	  2148.6486 	 1257861635.2201256752 	 0.000000000546000
100 	 20 	 0.000000000910000 	 0.000000000201340 	 0.524758290815004 	 10.411 	  2303.7975 	 1098901098.9010987282 	 0.000000000571000
2 	 5 	 0.000000059800000 	 0.000000010586265 	 0.551825690174845 	 -0.333 	 166111.1111 	 16722408.0267558526 	 0.000000000591000
5 	 5 	 0.000000020600000 	 0.000000002613065 	 0.340525346785112 	 9.385 	  8174.6032 	 48543689.3203883544 	 0.000000000557000
8 	 5 	 0.000000005440000 	 0.000000000877722 	 0.183010545349126 	 9.352 	 16000.0000 	 183823529.4117647111 	 0.000000000641000
10 	 5 	 -0.000000000015080 	 0.000000000533333 	 0.139004192841512 	 -16.547 	    44.0000 	 -66312997347.4800949097 	 0.000000000300000
15 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
25 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
50 	 5 	 0.000000002000000 	 0.000000000221106 	 0.288136831895094 	 18.241 	   120.9190 	 500000000.0000000000 	 0.000000000481000
75 	 5 	 0.000000002560000 	 0.000000000201005 	 0.392913861675128 	 28.657 	    68.4492 	 390625000.0000000000 	 0.000000000576000
100 	 5 	 0.000000000726000 	 0.000000000076784 	 0.200124126879865 	 16.265 	   595.0820 	 1377410468.3195590973 	 0.000000000764000
2 	 80 	 0.000000000697500 	 0.000000000108878 	 0.005675422446419 	 1.753 	 37200.0000 	 1433691756.2724015713 	 0.000000000590000
5 	 80 	 0.000000003775000 	 0.000000000762144 	 0.099319892812324 	 2.731 	 60400.0000 	 264900662.2516556382 	 0.000000000635000
8 	 80 	 0.000000003012500 	 0.000000000201005 	 0.041910811912014 	 27.158 	   639.2573 	 331950207.4688796997 	 0.000000000657000
10 	 80 	 0.000000000318750 	 0.000000000067839 	 0.017681123775381 	 5.246 	  3642.8571 	 3137254901.9607839584 	 0.000000000592000
15 	 80 	 0.000000000385000 	 0.000000000045310 	 0.017713866597187 	 14.688 	   333.6945 	 2597402597.4025974274 	 0.000000000584000
25 	 80 	 0.000000001051250 	 0.000000000113065 	 0.073671349064086 	 16.062 	   292.0139 	 951248513.6741973162 	 0.000000000597000
50 	 80 	 0.000000000857500 	 0.000000000190955 	 0.248845445727581 	 7.659 	  7538.4615 	 1166180758.0174925327 	 0.000000000588000
75 	 80 	 0.000000002137500 	 0.000000000163317 	 0.319242512611042 	 31.352 	   468.4932 	 467836257.3099415302 	 0.000000000638000
100 	 80 	 0.000000000990000 	 0.000000000065327 	 0.170262673392555 	 26.474 	   282.3529 	 1010101010.1010102034 	 0.000000000571000
2 	 20 	 0.000000034150000 	 0.000000006164154 	 0.321316224658771 	 -1.656 	 195142.8571 	 29282576.8667642772 	 0.000000000601000
