Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 R_total (ohm-um) 	 Gate Leakage (A)
10 	 80 	 0.000000034150000 	 0.000000005511638 	 1.436514015284069 	 16.025 	 37119.5652 	 29282576.8667642772 	 0.000000000488600
15 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
25 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
50 	 80 	 0.000000002002500 	 0.000000000302207 	 0.393825181979023 	 16.628 	  4767.8571 	 499375780.2746567130 	 0.000000000519800
75 	 80 	 0.000000012730000 	 0.000000001297217 	 2.535729818169624 	 38.706 	  4542.3729 	 78554595.4438334554 	 0.000000001052000
100 	 80 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
2 	 20 	 0.000000086150000 	 0.000000018445323 	 0.961491452461051 	 1.488 	 45582.0106 	 11607661.0562971570 	 0.000000000456000
5 	 20 	 0.000000037690000 	 0.000000009600351 	 1.251083520880868 	 4.765 	 88682.3529 	 26532236.6675510779 	 0.000000000516900
8 	 20 	 0.000000037025000 	 0.000000008493632 	 1.770975684818731 	 11.496 	 10088.5559 	 27008777.8528021611 	 0.000000000457300
10 	 20 	 0.000000035255000 	 0.000000005108696 	 1.331493966756327 	 14.738 	 21302.1148 	 28364770.9544745423 	 0.000000000476900
15 	 20 	 0.000000136750000 	 0.000000012006888 	 4.694084542942437 	 51.796 	 13792.2340 	 7312614.2595978063 	 0.000000222300000
25 	 20 	 0.000000010245000 	 0.000000002313131 	 1.507195083366768 	 10.760 	 75888.8889 	 97608589.5558809340 	 0.000000000466500
50 	 20 	 0.000000007045000 	 0.000000001226065 	 1.597764144290555 	 17.202 	  2151.1450 	 141944641.5897799730 	 0.000000000485500
