Length (um) 	 Width (um) 	 Drain Current (A/um) 	 Transconductance_Max(S/um) 	 Mobility (cm2/V-s) 	 Threshold (V) 	 OnOff 	 R_total (ohm-um) 	 Gate Leakage (A)
2 	 80 	 0.000000034512500 	 0.000000003819797 	 0.199112922169869 	 46.491 	  5815.0800 	 28975009.0546903312 	 0.000000000659700
5 	 80 	 0.000000015425000 	 0.000000001890863 	 0.246410509994273 	 45.774 	  5113.9660 	 64829821.7179902717 	 0.000000000555400
8 	 80 	 0.000000011992500 	 0.000000001256345 	 0.261955871027468 	 47.804 	  4241.3793 	 83385449.2391077727 	 0.000000000635800
10 	 80 	 0.000000000371125 	 0.000000000052404 	 0.013658331765560 	 36.882 	   213.1371 	 2694509936.0053892136 	 0.000000000580300
15 	 80 	 0.000000003178750 	 0.000000000390863 	 0.152807591432690 	 47.590 	  1258.9109 	 314589068.0298859477 	 0.000000000599000
25 	 80 	 0.000000002091250 	 0.000000000275381 	 0.179433156606568 	 46.498 	   956.5466 	 478182904.9611476660 	 0.000000000586000
50 	 80 	 0.000000001262500 	 0.000000000131980 	 0.171991228452378 	 50.427 	   528.5191 	 792079207.9207921028 	 0.000000000536700
75 	 80 	 0.000000000354750 	 0.000000000043274 	 0.084589916685953 	 47.167 	   170.8609 	 2818886539.8167724609 	 0.000000000560800
100 	 80 	 0.000000000436125 	 0.000000000054188 	 0.141231258748395 	 47.225 	   197.6771 	 2292920607.6239614487 	 0.000000000570000
2 	 20 	 0.000000001803000 	 0.000000000224205 	 0.011687047685606 	 45.997 	   263.4039 	 554631170.2717692852 	 0.000000000989000
5 	 20 	 0.000000001044500 	 0.000000000100240 	 0.013062977513225 	 50.095 	   128.0025 	 957395883.1977021694 	 0.000000000973000
8 	 20 	 0.000000002259000 	 0.000000000256345 	 0.053449581765201 	 49.144 	    94.6178 	 442673749.4466578364 	 0.000000000790600
10 	 20 	 0.000000000123800 	 0.000000000014772 	 0.003849957498434 	 47.102 	    17.4121 	 8077544426.4943456650 	 0.000000000619600
15 	 20 	 0.000000000206850 	 0.000000000025178 	 0.009843190305275 	 49.636 	    28.7292 	 4834421078.0759000778 	 0.000000000706700
25 	 20 	 0.000000000197750 	 0.000000000027005 	 0.017596025680128 	 46.766 	    42.4356 	 5056890012.6422252655 	 0.000000000728600
50 	 20 	 0.000000000168700 	 0.000000000020711 	 0.026989392772527 	 48.926 	    33.9095 	 5927682276.2299938202 	 0.000000000767400
75 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
100 	 20 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
2 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
5 	 5 	 0.000000000977600 	 0.000000000108832 	 0.014182661300073 	 43.162 	    47.3643 	 1022913256.9558101892 	 0.000000000780800
8 	 5 	 0.000000000007440 	 0.000000000003086 	 0.000643511796302 	 29.983 	     1.0000 	 134408602150.5376434326 	 0.000000000396900
10 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
15 	 5 	 0.000000000000000 	 0.000000000000000 	 0.000000000000000 	 0.000 	     0.0000 	 0.0000000000 	 0.000000000000000
